
@zeroe100;2019-01-16 20:57;1;4;"Mais uma congestão longa; já mostrei 2; 1 rompida, ELET3, e BBSE3 (21-29); agora, "LAME4"; é congestão de 2-1/2 anos, faixa 13-21; curioso, também sustentada por LTA-8 anos; embora endividamento não confortável, vejam a melhora no LL e EBITDA e plano de expansão "conveniência" ";;;;"1085642248744812545";https://twitter.com/zeroe100/status/1085642248744812545
@DeusBrasilRight;2019-01-14 14:01;0;0;"Para o longo prazo eu gosto de Grendene GRND3, Petrobrás petr3, Ambev ambv3, BBSE3, Eletrobrás está um lixo, mas pode ser que privatize... Elet3. Assiste uns vídeos do Primo Rico em ";;;;"1084812672904953856";https://twitter.com/DeusBrasilRight/status/1084812672904953856
@CapivaraTrader;2019-01-14 13:47;1;7;"****TOP PICKS XP: BBAS3, BRAP4, QUAL3, ELET3 E JBSS3****";;;;"1084809125861699591";https://twitter.com/CapivaraTrader/status/1084809125861699591
@sunoresearch;2019-01-13 19:00;1;1;"ELET3 - Saiba Tudo Sobre As Ações da Eletrobrás: http://youtu.be/9ZFOjIKbo3c?a via @YouTube";;@YouTube;;"1084525702274301953";https://twitter.com/sunoresearch/status/1084525702274301953
@wagnertolentin1;2019-01-12 17:24;0;0;"Elet3 - Centrais Eletricas Brasileiras SA BVMF: ELET3 - eletrobras: http://youtu.be/C2HaEXIqt5s?a via @YouTube";;@YouTube;;"1084138942675468291";https://twitter.com/wagnertolentin1/status/1084138942675468291
@zeroe100;2019-01-11 13:39;3;15;"Alguns sinais a serem observados na direção de um BULL-MARKET secular do IBOV; papéis em congestão de 2-3 anos ameaçam romper "pra cima" tais congestões; o que parece ter ocorrido com ELET3.....abaixo, uma outra congestão 2-3 anos BBSE3 (BB Seguridade); faixa 22-28; ELET3 e BBSE3 ";;;;"1083720031777837056";https://twitter.com/zeroe100/status/1083720031777837056
@corretorawlc;2019-01-09 10:15;0;0;"08/01/19 - 18:20: Maiores Altas: BRFS3 6,21% R$22,93; ELET3 5,10% R$30,48; BTOW3 4,63% R$42,00; MRVE3 3,90% R$13,05; TIMP3 3,80% R$12,84.";;;;"1082943988108152832";https://twitter.com/corretorawlc/status/1082943988108152832
@LH_MACHADO;2019-01-07 17:53;0;0;"#ELET3 on focus, investors ;) ";;;#ELET3;"1082334304926158850";https://twitter.com/LH_MACHADO/status/1082334304926158850
@WallFigueiredo;2019-01-06 23:48;0;0;"Rastreamento de #ações : SEMANAL , Volume financeiro &gt;1,5 x MM21 SEM (02 a 05/01/19) CVCB3 ELET3 ELET6 FIBR3 FJTA3 FJTA4 IGBR3 SMAL11 SBSP3 SAPR4 Uso http://www,quotebr,com/download,php para atualizar a minha base de dados,";;;#a;"1082061425693077505";https://twitter.com/WallFigueiredo/status/1082061425693077505
@WallFigueiredo;2019-01-04 20:26;0;2;"Rastreamento de #Ações: Grafico diario (17:00h). Analisem: Ativos com distância anormal à MM21 dias: ABCP11 ALMI11 BBVJ11 BPAC11 ELET3 ELET6 ENBR3 FFCI11 HGBS11 IFIX MBRF11 MXRF11 ONEF11 RBRR11 SAPR4 SBSP3 TAEE11 TBOF11 TRPL4";;;#A;"1081285837613092864";https://twitter.com/WallFigueiredo/status/1081285837613092864
@zeroe100;2019-01-04 12:59;0;2;"Ontem, tangenciei ELET3; destaquemos algumas aberrações gráficas dos últimos meses; no início-2016, o papel rompe a faixa de 9 e vai a 13 com IFR14 a insanos 87, fortemente sobrecomprado...ele usa apenas a MME13 e 21 como correção-escada, e ainda vai em 25, andando em 87 de IFR14 ";;;;"1081173366768365569";https://twitter.com/zeroe100/status/1081173366768365569
@leiamoneytimes;2019-01-03 14:35;0;3;"#ELET3 #ELET6 Eletrobras pode valer R$100 bilhões com capitalização, diz Itaú BBA";;;#ELET3 #ELET6;"1080835099904692227";https://twitter.com/leiamoneytimes/status/1080835099904692227
@gustavo_kahil;2019-01-03 14:16;0;0;"#ELET3 #ELET6 Eletrobras dispara 8% com otimismo sobre privatização";;;#ELET3 #ELET6;"1080830216291917824";https://twitter.com/gustavo_kahil/status/1080830216291917824
@sejabra;2019-01-02 20:34;1;2;"|RADAR DE MERCADO - 02.01.2018| Seguem os papéis que fecharam na sua máxima e mínima do dia e os papéis com as maiores e menores oscilações. #ELET3 #ELET6 #JBSS3 #ECOR3 #MRFG3";;;#ELET3 #ELET6 #JBSS3 #ECOR3 #MRFG3;"1080563091006504960";https://twitter.com/sejabra/status/1080563091006504960
@tradersclubbr;2019-01-02 16:24;6;41;"$ELET3: Bento Albuquerque dará continuidade à privatização da Eletrobras (Poder360) ";;;;"1080500055948316672";https://twitter.com/tradersclubbr/status/1080500055948316672
@JanusInvestir;2019-01-02 09:47;1;1;"Análise em Eletrobrás [#ELET3] https://janusinvestimentos.com/ideias-rapidas/analise-em-eletrobras-elet3/";;;#ELET3;"1080400282931130368";https://twitter.com/JanusInvestir/status/1080400282931130368
